""	E9.5_vivo_RNA	E12.5_vivo_RNA	E18.5_vivo_RNA	Primordial_NGO_vivo_RNA	Preantral_P14_vivo_RNA	Antral_FGO_vivo_RNA	PGCLCs_H18_RNA	c7_H18_RNA	c13_H18_RNA	c34_H18_RNA
Mir7119	0	0	0	0	0	0	0	0	0	0
5730409E04Rik	2.54588750971774	2.48837446319182	1.25140998534871	1.48713104127517	1.63833423406844	0.459127443722621	2.06068139000065	1.27602456837018	1.18381133828116	0.0994353873538253
Gm40250	0	0	0	0	1.0666573432271	2.53159453198837	0	0	0	1.1001691090887
Gm46870	0.169283518500576	0.775770313144383	0	0	0	0	0	0.196213669106861	0	0.138216342801169
Psmb2	7.90448086367998	8.71320634377206	9.20871556274496	8.12116190833636	8.15652220509974	8.16049565317357	8.70434600167067	8.56696571084476	8.01842326799632	8.12419002172605
Tfap2e	0	0.43905651512606	0.344515363592436	0.134658333730238	6.92787677889766	7.61090645024206	0	0.640112958743156	0.380003993416035	7.42441985101359
Ncdn	3.50014965935052	2.34760411106406	2.61465853642563	1.57925174264207	2.42219753782458	1.34517913783885	3.38941227187636	3.1249555908266	2.67769660482112	0.960927464620453
AU040320	3.31028970528913	3.43437802260829	5.02970256198479	3.40541178367759	5.46414997966608	6.21978838616234	3.23692159738838	4.82280711413795	5.00145920450596	5.98602960716662
Zmym4	5.61209877799861	6.61901053417828	6.88639370311765	4.1624603252253	4.57727980131219	4.37974358961262	6.01525947246956	6.66056876818254	7.15830979511797	5.31173199325624
Sfpq	9.29671974124916	9.25964957733012	7.94639109355625	7.42559973120439	7.67755795232207	7.64569348521071	9.07064093497812	8.60654091767431	7.97320708098631	7.44725973731102
Zmym1	6.16342027390136	6.9203857525727	5.79672361473243	5.8647671747586	6.12593065863184	6.80598497408756	6.46266841047157	6.42173392478858	5.85149479011055	5.99940691447205
Zmym6	4.16945564088931	4.34391691420392	5.2806717398219	3.272109313101	3.24627104465913	3.06093784213986	4.66850001127098	4.87693480465669	6.5015612843022	3.58619924038977
Tmem35b	2.38007971016661	2.54931215229777	4.07223881962246	5.28654257231249	5.64484628435974	5.88771615132112	1.69281698331257	3.0226342779663	4.58306749168453	5.86445544094259
Dlgap3	2.60846221606536	4.4397158148255	0.201197375250307	0	0	0	2.78570345487534	3.49218587616207	0.725427464145743	0.140723723896427
LOC115489945	0	0	0	0	0	0	0	0.162865895561277	0	0
Smim12	5.29326939425656	5.02460547434832	6.52712695074907	5.96819771752138	4.56451735701312	3.80212882109857	4.86324528504135	5.5151546019072	5.84713661894233	5.04093956621317
Gja4	2.19190802042945	2.81614618411145	7.58065179321051	8.00007789816058	9.61253847445154	9.78434915826978	2.28871013214671	3.727567560713	7.08545099605273	10.4876357514386
Gjb3	7.45981744678385	7.60592561260032	0	0	0	0	8.33246138069675	7.73344528667092	2.03643552463882	0.0472017696640885
Gm40251	1.16690357813213	1.47823811115104	0	0	0	0.167683708317281	0.251114374420733	2.50441217840183	0	0.767734242990544
Gjb4	0.464714628114153	1.38038211509485	0	0	0	0	1.48219347136078	2.19097230539033	0	0
Gjb5	1.81475568097705	3.70207161915546	0	0	0	0.186340839900408	2.86191789828736	3.28223024191432	2.72763566571784	0.462681827031386
Gm40252	0	0	0	0	0.0912659428689372	0	0	0	0	0.0472017696640885
1700080G11Rik	1.3723151413733	1.33525454711259	0	0	0	0	0.608615358110335	0.407746727612306	0	0
LOC115486416	1.08389737448537	1.801039540894	0	0	0.0635238666917011	0.39264905960394	0.251114374420733	0.196213669106861	0	0.546372255889087
Gm40255	0	0	0	0	0	0	0	0	0	0
Gm40256	0	0	0	0	0	0	0	0	0	0
CK137956	0.457568773057733	0	0	0	0	0.046368602080009	1.19332133410601	0	0	0
Gm38571	0	0	0	0	0	0	0	0	0	0
Csmd2	0	0.201306521493585	0.702857199530979	0	0.0424810747453799	1.17435599211177	0	0	0.725427464145743	0.649726477309367
Csmd2os	0	0	0	0	0	0.143429144667523	0	0	0	0
Hmgb4	0	0	0	0	0	0	0	0	0.76112833381335	0.0906651199441417
Hmgb4os	0	0	0	0	0	0	0	0	0	0
Gm33656	0	0	0	0	0	0	0	0	0	0
Zscan20	2.64731968298497	2.18336980360082	3.57468211919865	3.25355040640547	4.74821167815298	5.17098905225344	2.58804841596895	2.8448206233584	3.42526436496181	4.20520425376776
Tlr12	0.169283518500576	0	0	0	0	0	0	0	0	0
Gm12958	0.158420424764794	0	0	0	0	0	0	0	0	0
Phc2	6.03134678813776	5.37776734979127	4.69316436710474	4.67451979632751	7.49381259724675	7.55307961343275	5.85960256239442	5.31640355963701	5.10199123491362	8.74571440304467
Gm33712	0	0	0.469951781932387	0	0.126380352109306	0	0.457478043716555	0	0.214714251043626	0.271920046244999
A3galt2	0.158420424764794	0.237749993632475	0	0.504402838559074	0	0.198611838006217	0.366677170306914	0	0	0
Zfp362	3.49338344431293	1.37035350321413	4.19056641709696	4.97290273510438	2.432309358415	1.27641490838966	1.49127018317373	4.42559987358449	4.81537032823564	1.03610690709138
LOC115489903	0	0	0	0	0.115721150519879	0.0841971422111377	0	0.477247063181879	0.51435529297707	0.126355430884906
Gm33814	0	0	0	0	0.0628564854176051	0.174590063916264	0	0	0.214714251043626	0.508129126194807
Gm33760	0.306294203349359	0	0	0	0.0628564854176051	0.231900866834535	0	0	0	0.470148615532117
Trim62	1.85907647935468	1.42485242380234	1.16153434435615	0.618856191530786	1.06850947113618	0.756534556107788	1.30965759991831	0.295648217221603	0.811558850873563	2.31268494590903
Gm33901	0	0	0	0	0	0.0970605425875138	0	0	0	0.171168744177097
Azin2	0.169283518500576	0.237749993632475	1.17337410228865	0.0910805541336294	0.0509259860366959	0.187411230697207	1.43362635619568	2.07387758359534	0.811558850873563	0.186076020238737
Gm15904	0	0	0	0	0	0	0	0	0	0
Ak2	7.0707877446755	6.82966944937359	6.68508758612711	7.17795510571861	8.24748080586532	8.69590059733562	6.99798629210032	6.29716696131111	6.2608024553389	8.37232234287907
1700086P04Rik	0.288285254557157	0.760552834428287	1.11128138750687	1.52758518169139	1.55278856399377	1.9227045649879	1.11642348453801	2.56601199809999	3.14847071445659	2.0517095985422
Rnf19b	2.57443741703927	4.55770590696205	6.59286551488871	4.30692318904897	6.32015638504026	5.81056159813259	3.02851184607421	5.90920163854645	6.58019080225938	5.92468550387464
Tmem54	0.822647952030461	0.59688587169834	0	0	0	0	0	0.992901562028895	0.214714251043626	0
Hpca	0.32770394326537	0	0	0	0	0	0	0	0	0
Fndc5	2.54906664460325	1.43759466279564	2.87710170719344	0	1.59315661720835	0.966875209152477	0	2.95403406968797	0.725427464145743	2.99300196007115
S100pbp	5.78897248238527	6.1164522072161	5.6047463036754	5.38429587810934	4.07626913565164	2.79577370543391	5.64944006704635	6.42942984194573	6.68647045163962	3.64760625006692
Yars	5.78237690433663	4.91807431660546	4.8848062922482	4.15452317225028	1.73750476480685	0.197961481614037	6.40191544326725	5.0891760413102	5.70919021614983	0.904718190667255
C77080	4.06790081458687	4.64992532294782	2.62652885067436	1.08832179564583	0.425489390229067	0.0541840357102755	5.73317419999873	5.03030967179028	3.60530399443534	0.0472017696640885
Gm12976	0	0	0	0	0	0.0545323369465142	0	0	0	0
Sync	0.520621491115941	0.43905651512606	1.17337410228865	0.355821402052573	0.134209761190337	0.046368602080009	1.1417065715124	2.07387758359534	1.85914585214523	0.51469366267357
Rbbp4	7.1385779329672	6.42370769464311	6.18771667714045	7.05236504641848	6.99949893375388	5.79300612708676	6.21252234124292	5.47721190748356	6.88654514128809	7.31485190665422
Zbtb8os	6.25581684291132	5.6365206638754	6.00642592317244	4.66995773903435	5.12306682446574	4.76260921179764	6.44335068739376	6.30898667517807	6.43649692111655	4.57158320507751
Zbtb8a	3.68772941020422	3.82230945619088	0.789266232707142	0.266769012776486	0.186615793475222	0	2.70453497568252	3.13738222135041	1.09874048472748	0
LOC108168979	2.00807676160761	1.33525454711259	1.4452146940091	1.2616644753562	0.366496583418354	0.454003422269178	1.08243014498764	1.33400699602934	1.66410290964414	1.12413947725434
C330020E22Rik	0.822647952030461	0	0.358341835938542	0.0671414483172962	0	0	0.457478043716555	0.196213669106861	0.977419516054664	0.0482073808594404
Zbtb8b	1.97399823311251	3.24678852413478	3.22853184237729	3.79150717823922	5.58505621426886	6.59881568333785	2.53962342637774	2.57161331872073	2.51552414155456	6.1334568650597
Bsdc1	4.88229764332652	5.03240498672172	6.00516382822231	3.82935686116056	4.76431240859008	4.40075256544674	5.00809338016984	4.82084621451657	5.74936987464218	5.6348051599114
Tssk3	0	0	0	0	0	0	0	0.350353018629201	0	0.260105934953784
Fam229a	0.158420424764794	0.559246312934702	0.344515363592436	0	0	0.0739181263953266	0	0.295648217221603	0	0.481809999136635
Marcksl1	9.80438275481823	8.96520811535599	8.38919122319361	8.15675357640816	3.76255186424552	2.38604398832048	9.5247884127477	8.65339943310718	7.22852921199769	3.86526935836049
Hdac1	8.37575252535199	8.26754242315786	5.99398249186577	5.28493522746609	4.81100720645112	2.81029931014225	8.06825562410201	7.26309275324388	6.55091914758407	4.57136329816815
Lck	5.66394409308467	3.44585413863571	0.201197375250307	0.0563434836286607	0	0	5.71960819793175	1.66192302049314	0.380003993416035	0
Mir8119	0	0	0	0	0	0	0	0	0	0
Fam167b	0.169283518500576	0.237749993632475	0	0	0	0	0	0	0	0
Eif3i	8.93784230492403	8.88831128444043	7.99799048401786	6.51370038027277	6.33397464359339	6.54396447919873	8.7906001471662	8.83904157321769	7.49391186329071	8.00877919062613
Tmem234	6.37409330554291	6.07256685377714	7.64268449036837	5.76484237205817	4.60516237381375	2.72100189395322	7.42832171067325	6.54051226891035	6.88747054780194	3.03421274130286
Dcdc2b	2.06554227779959	1.98852612916799	4.50635689834675	2.85833673790375	1.87246659091054	0.706417095333733	3.17578078979679	3.67074275956072	4.756080395905	1.50318419214068
Iqcc	2.90664986466734	2.09097374119661	2.77993650438535	2.41917992416775	2.16949345341739	1.66853895991682	2.30489836488185	2.4049817372787	2.85719647101254	1.39638640587434
Ccdc28b	3.32647568833636	2.26536161279054	0.777937924507157	3.35660263427364	5.26119857914984	5.18391883143825	2.44817083333937	2.38192713631184	1.23071189239334	4.47232535989631
Gm34305	0.32770394326537	1.22893800571131	1.9171330114602	0.621958415509774	1.28147256740522	1.15288422580113	1.518654207992	2.2735620099611	1.94493967209451	0.969211308903168
Txlna	6.23176005982588	6.5643680955635	7.04850743430774	6.30117908241559	6.2255968540201	5.81694482443297	6.34042587213646	6.65131226473293	6.8147313878978	5.94860204453694
Kpna6	5.77488107333364	6.37302950853127	7.30527002900493	6.33267128110552	6.26597416709471	5.88993558213079	6.35655115825588	6.55741785551468	7.05716826744756	5.99542442285849
Tmem39b	4.24455138986309	4.12407270770427	5.29516636097537	3.44782571913467	5.32751132516593	5.62603062967653	4.31220501401284	4.14087741923509	3.43070769676297	4.88553237783768
Mir7016	0	0	0	0	0	0	0	0	0	0
Khdrbs1	7.11324630734773	6.46437436698665	7.19023322046541	7.43595800085687	7.01884998589946	6.09209079946561	6.37297770171017	6.83235160446598	7.7706204212067	7.23622667546776
Ptp4a2	7.65438441408451	7.38895668917182	8.3754181127856	8.1844427942075	8.40398306965591	9.43539282991723	7.65521565827338	7.14401043988418	8.38377294968059	8.49517545274302
1700108I11Rik	0	0	0	0	0	0	0	0	0	0
E330017L17Rik	0	0	0	0	0.228932129099372	0	0	0	0	0
Spocd1	0	0	0.201197375250307	0.241181413525481	3.04484167486888	4.40109108706676	0	0.295648217221603	0	5.30010334613148
1700003M07Rik	0	0	0.19263267967534	0	0	0	0	0.992901562028895	0.564534483888445	0.126355430884906
Adgrb2	0.464714628114153	0	0.19263267967534	0	0.17001623781301	0.120286728475336	0.457478043716555	1.35220800924238	0.725427464145743	0.199778401567219
Gm12963	0	0	1.0280815786747	0	0.117441535807495	0.0545323369465142	0	0.196213669106861	0	0
Col16a1	0.91508569044605	0	3.33643497618827	3.53494974566705	0.902754324351942	0.244980440086226	0	1.20711295147666	3.78494423020046	0.12051299118668
Gm46871	0	0	0	0	0	0	0	0	0	0
Gm40258	0	0	0.19263267967534	0	0	0	0.206363669295821	0	0.349820232844819	0
Pef1	5.80328309935492	5.38164997619814	5.71325140245847	4.7760081090811	5.16118069267475	4.00290644734889	5.65002459107803	5.38398376860341	5.68068220299821	4.41180665507553
Hcrtr1	0	0	0	0	0	0	1.04564003998795	0	0	0
Gm40259	0	0	0	0	0	0	0	0	0	0.0472017696640885
Tinagl1	2.66671141029527	1.83880912749169	0	0	0.0635238666917011	0	4.45715994954866	4.36139408872398	1.71035572365077	0
LOC115489373	0	0	0	0	0	0	0	0	0	0
Ldc1	0	0	0	0	0	0.116147439676854	0	0	0	0
Gm46724	0	0	0	0	0	0	0	0	0	0
Serinc2	1.36208789247455	0	0.201197375250307	0	0.408866070970971	0.315982846061209	0	1.21297087137057	0.214714251043626	2.14940120573364
Gm34957	0	0	0	0	0.0424810747453799	0	0	0	0.349820232844819	0
Gm10570	0	0	0	0	0	0	0	0	0	0.156349593512349
Fabp3	0.493696817798331	0.775770313144383	0.19263267967534	0	0.0776846865051252	0	3.68510035611428	4.04824210433559	2.75349649608943	0.0453571103273626
Zcchc17	5.14053117665356	4.49907404622586	5.78881036233162	6.4560328603568	6.91683753033124	8.01516735079554	4.77846192895595	4.53773918191369	5.63883005164388	6.88545225257384
Gm35074	0	0	0.393830054925648	0.197093763859522	1.88185048954265	1.81108397647773	0	0	0.51435529297707	2.94172746950733
Snrnp40	7.66755973760279	7.54301666361137	6.87710680676632	5.60633790908573	7.29679997217304	7.59703498948064	7.7288968261049	7.68841764119417	7.41764960743681	7.65400275992932
Nkain1	6.6906828198057	7.16053338824547	4.54496867496893	4.49778740475756	5.3053156801657	4.48009218033578	5.87120457624272	6.49864166444832	4.98899182466626	5.94660204063149
Pum1	6.25152978253705	6.44645767026433	6.93263173675866	6.57363743091381	5.65251758032972	4.36450186691755	6.56767678042431	6.10120444151338	6.72921175223838	5.2466170457516
LOC115489371	1.2635793933634	0.879800967389824	0.19263267967534	0.812626372096475	0.0953457398476533	0	0.366677170306914	0	1.39594404262397	0.275571737640779
Snord85	0	0	0	0	0	0	0	0	0	0
Gm12972	0.169283518500576	0	0	0	0	0	0	0	0	0
Sdc3	3.36399503948952	4.17106001400946	4.24273183540625	1.88633218423487	0.357549924270306	0.0545323369465142	3.31976734705782	5.53960050416949	5.01637809147655	0.43738243221212
Gm42316	0	0	0	0.477932016747212	0	0	0	0.295648217221603	0	0
Gm35294	0	0	0	0	0	0	0	0	0	0
Gm38599	0	0	0	0	0	0	0	0	0	0
Laptm5	0.662980336298907	0	1.72990061520704	0	0.833829039007989	1.72876546143569	0.251114374420733	0.762006755828051	1.89476138893286	3.53633640412868
Matn1	0	0	0	0	1.82465712531933	1.07975600939969	0	0.350353018629201	0.51435529297707	2.76826347092166
LOC108168713	0	0	0.775474951272944	0	0.592599767680798	0.330465064751395	0	0.162865895561277	0.214714251043626	0.618017096985222
A930031H19Rik	0	0	0	0	2.23711164120817	3.31040923586918	0	0	0.214714251043626	3.43850118507193
Gm42317	0	0	0	0	0	0	0	0	0	0
Gm35482	0	0	0	0	0	0	0	0	0	0.0911429046113316
Gm42318	0	0	0	0	0	0	0	0	0	0
Gm35634	0	0	0	0	0	0	0	0	0	0
Gm46723	0	0	0	0	0	0	0	0	0	0
Gm35779	0	0	0	0	0	0	0	0	0	0.607050643095933
Gm831	0	0	0	0	0	0	0	0	0	0
Gm42320	0	0	0	0	0	0	0	0	0	0
Gm42321	0	0	0.393830054925648	0	4.14942311132465	4.32755847639935	0	0	1.11767000363759	3.160143683169
Ptpru	3.38163803661352	2.29366370958182	0.957216438174328	0	1.199920052081	0.535892413995227	3.45143532175668	1.72238206639208	1.47290038435081	0.622833700690394
LOC115489904	0	0	0	0	0	0	0	0	0	0
Mecr	4.29119053699504	4.21613964426826	6.44710449053485	6.04305466220331	6.02036113426941	5.89510914910144	4.56499552106587	4.78542486424708	6.71325089605799	5.92419939161759
Srsf4	6.18962780613757	6.55164526339888	6.33116854892082	5.28413908253491	6.22795724945822	6.31280080707997	6.35307301715636	6.2827463541584	6.51990510876293	6.92896802206241
Gm12992	2.77431692984256	3.92383546636816	4.01169600589599	3.49410379074939	4.28748264196363	4.36914735953351	3.70433092812202	4.42681975710539	4.8022547788667	5.19679217832302
Tmem200b	1.47753122925542	0.917763701933358	3.01056139062351	2.9769177485468	5.3759915938642	4.30016336098101	0.457478043716555	2.38506857375422	3.54738702331621	4.74924698103674
Epb41	5.53092900631562	5.17112197126297	6.24524181398291	6.12630188046429	7.1797168063421	6.68189247846993	3.7764874230762	5.27136713142686	6.41224545130346	6.6294222063257
Gm36157	0.288285254557157	0.201306521493585	0.679897335917281	1.41881521075176	1.0461754046674	0.942871874514918	0.206363669295821	0.407746727612306	1.07524769699056	1.0307125947411
Oprd1	0	0	2.10029410488866	1.28942730189065	5.19428218865528	4.58131100853153	0.437024681877613	0.640112958743156	0.799099442794036	3.17997575515552
Ythdf2	6.65903005862539	7.312835415287	8.87351473683757	7.90677502584673	9.19419898346643	7.7070230620743	6.91639559779125	7.16732462475259	8.11175195885066	8.2801310301228
Gmeb1	5.0925829232119	5.30668513492181	4.81979298820263	4.11139349917822	5.99209705736094	5.83649877474551	5.17404609458349	4.96746899358472	4.79305297022898	6.14232061218917
Gm28874	0	0	0.201197375250307	0.306973738373589	0.0509259860366959	0	0.366677170306914	0.162865895561277	0.214714251043626	0
Rnu11	0.169283518500576	0	0	0	0	0.0937655819219547	0	0	0	0
Taf12	5.04825774102345	4.87179112583345	6.17694486201828	6.19751209828871	6.33703990052765	6.3715756022512	4.22607385795685	5.74592332475112	6.53052967003652	6.5633443053841
Rab42	0.32770394326537	0.834635865330816	0.344515363592436	0.792919554898499	0.0424810747453799	0	1.17861060123326	1.32087864260528	0.214714251043626	0.0999044803463359
Snhg12	6.0824044617429	4.97054545427831	0.968107630948284	1.39952944746442	0.659881846532539	0.486511987401795	5.19052751816935	4.44565008563111	3.32294772921527	0.474306535023116
Snora16a	0	0	0	0	0	0	0	0	0	0
Snora44	0	0	0	0	0	0	0	0	0	0
Snora61	0	0	0	0	0	0	0	0.196213669106861	0.349820232844819	0
Snord99	1.47321205022968	0.774780137894911	0	0	0	0	1.67724254104362	0.758099746241507	0.51435529297707	0
Trnau1ap	5.87296148881154	5.05227945320301	4.0289507401547	4.41776956668357	5.09533014570251	4.85125900972795	5.24123440008705	5.94767099911315	4.85169942149888	5.62043946688286
Rcc1	6.3630197909456	6.54970979837133	4.937880113859	4.04130645666815	4.98116782061878	4.77385558516202	6.54983348857198	5.73353317379199	5.54607931588974	5.03142754808545
Snhg3	6.31276350294122	4.67895371782767	2.91877807118772	1.4975318057221	1.35989856538392	0.626683221382725	5.0271333584473	3.9669027980857	3.46144240260424	0.393857871705792
Snora73b	1.78990354044069	2.24062269619252	0	0.0671414483172962	0	0.046368602080009	2.68027520506232	1.90591948679874	0.214714251043626	0.329439424792451
Snora73a	0.288285254557157	0.201306521493585	0	0	0	0	0.206363669295821	0.350353018629201	0.214714251043626	0.0500499122776064
Phactr4	4.5945903459058	4.90182602206495	5.9163215148536	3.89577235619453	4.92075756156701	4.44176497392751	4.95459683772226	5.72756869254609	6.29685456458114	5.62060804989377
Med18	1.62979247461557	1.78941241492898	0	0.551301520223788	1.61105151789277	1.87031641731681	1.51196298487621	1.59222534212921	1.9826734704877	1.92678716808171
Sesn2	0	0	0.487264656241941	0	0.434654658790575	0.046368602080009	0.457478043716555	0.513218914190478	0.864175525821889	1.16898990916377
Atpif1	8.68704375484804	8.18784880855622	6.70132411650195	6.42282735432289	7.19338701124045	7.12214869747305	8.20077157022717	8.60764068464654	6.72148339796585	6.42459619161728
Dnajc8	7.65431100694347	8.0232187860495	6.48760312100204	6.63047057725515	7.86730366586995	8.59554884694229	7.97706255047268	7.80360156425768	6.71618993662865	8.15803883144169
Ptafr	0	0	0.358341835938542	0	0.357305709074279	0.978874233876366	0	0	0.564534483888445	2.90934659631064
Eya3	5.59830878569572	5.29034138611294	5.82549971021983	5.95013240481388	5.04436448240608	5.27242587461948	5.57641612744301	4.65815166462198	5.82576640034223	5.52367503032245
Xkr8	2.38007971016661	3.82033059836687	4.24053805764159	1.98199150263559	3.78056290081247	2.31329681636996	2.29442976996973	3.48852338085303	2.70287505950434	2.78404705250486
Smpdl3b	2.72289849830455	3.50045580000914	2.67671016462835	0.123484931945957	0.208804760935777	0.0541840357102755	2.89706839989258	2.54326228401364	0.51435529297707	0.12051299118668
Rpa2	7.43850432255273	8.93613758798663	7.84881908123484	6.82338104997549	6.97327656363499	7.17288360815406	7.34251237844993	8.85130302456745	7.52345011965557	7.33137971901508
Themis2	0.158420424764794	0	0.691582562423765	0	0.149937295804068	0.826150948021126	0	1.25178082146237	0	0.857331274309932
Ppp1r8	6.20963337995665	6.5603153701751	5.17614254512669	3.77679305398433	3.79650485607202	2.06051418408988	6.11301836857251	5.89255042206345	5.39551515050145	3.13404923961933
Stx12	5.96117095112663	6.70483650293096	6.73659674149345	5.09095706957823	7.07522986430964	6.84426493519955	6.05207098205194	7.56797602693181	6.94065592529906	6.90056013777637
Fam76a	5.61747594556141	5.30163595173449	5.44354423603956	3.10637474924102	3.47774144636466	0.358859352938448	6.17792081497217	5.78482525285566	5.24986045508253	1.61899131071876
Gm36518	0	0.237749993632475	0	0	0	0	0.251114374420733	0	0	0.0472017696640885
Fgr	0	0	0	0.226182624844049	0.227344757842774	2.94524538558552	0.704681889634786	0.295648217221603	0	4.00487690019067
Gm36599	0	0	0	0	0	0.268584647343804	0	0	0.349820232844819	0.495173476500581
Ahdc1	2.95511139891363	3.48314484478776	2.86652970881934	0.595374557057899	5.28740700329165	6.23629588155709	3.62242215162043	3.04749294706978	3.43409013914736	4.51137347629347
Gm26615	0	0	0	0	0.0509259860366959	0	0	0	0	0
Wasf2	5.56850976670254	6.34732317942252	7.04963557999705	7.59527112184641	7.09873353171199	7.10829109017013	6.47777024009952	6.55505306137242	7.30415270331862	6.05999137369632
Mir7017	0	0	0	0	0	0	0	0	0	0
Gpr3	0.169283518500576	0	1.16153434435615	0.907102029817482	4.87141726761142	4.49837482703649	0	0	1.53055503580381	4.66759390145173
Cd164l2	3.22929098515642	2.56947627265505	6.49878171270215	7.81173326092	8.09563241863289	8.53027603062635	3.40486092640274	3.63827399863789	6.30481080891271	8.45112969374401
Map3k6	0.819646220121761	1.83880912749169	3.62015592597088	4.65430080209575	8.92378040960051	9.13843557438948	1.51661532056114	2.30160767734221	3.6641396064243	9.01103731124536
Sytl1	0.959658636879245	2.31766491094424	0	0.191637416692701	0.864548766928489	0.338953824336152	1.43362635619568	2.60169279352884	0.888515192600403	0.902846425457771
Tmem222	5.42797933115576	5.13034230242058	5.84510595572424	4.31044147718485	4.84329711998661	4.43425203771083	5.20406969389756	5.32582471467324	5.69536069633424	4.64590324779418
Wdtc1	4.79357525408886	5.24926957769569	5.81988875623385	6.0317471623346	6.01336205773909	6.08979076817377	4.126332406968	5.84599644341669	6.95052999431473	7.14579115187107
Slc9a1	4.60017437726102	4.23251230642599	4.54986233661942	4.67738978699351	6.11941118881359	5.84017959144567	4.99092960948198	4.74569064973637	4.92163248364894	6.67239542269383
Mir5122	0	0	0	0	0	0	0	0	0	0
1700091J24Rik	0	0	0.545712738842744	0	0	0	0	0	0	0
Gm42322	0	0	0	0	0.0528646651022735	0	0	0.350353018629201	0	0
Tent5b	1.97520654944635	2.39289956552721	3.95825119275314	2.5410861980058	8.16449869100277	9.11931475153689	2.09210668828834	3.10288969542911	2.51589186246732	9.19595755360493
Gm13257	0	0	0	0	0	0	0	0.162865895561277	0	0
Trnp1	2.10583265458038	4.50464709026506	2.19607474165087	0.849057615283046	5.77911485130835	5.06754587462572	1.84977841248609	3.44089309977425	2.39611116939657	5.66131848518241
Gm42323	0	0	0	0	0	0	0	0	0	0.0500499122776064
Kdf1	2.67019931781363	4.36423995099236	7.21626514594608	6.26466382738648	4.92537351288497	2.99575687193073	4.16815331155115	5.38223527111164	5.90380375542737	4.08599823079715
Nudc	8.58923727617525	8.52165138578294	7.7477311226787	7.49778084263655	9.02963062624664	9.54562214607339	7.82501743128469	8.22640102727749	8.46134583157847	8.58499020960411
Nr0b2	0	0	0.358341835938542	0	0.304727105364707	0.694276002263179	0	0	0.214714251043626	1.73590508713748
Gpatch3	3.49268674539105	3.37767325957076	5.20425112253022	2.51350471750868	3.27876075065708	3.23155260437785	3.96608147212898	4.21651472602586	4.31792432760183	3.01106525442183
Gpn2	4.62603293201151	4.77694008352049	4.71466239287963	0.782652927789774	3.84705596645248	2.68533587630315	4.40906657927709	4.05062954383894	4.61648069202384	6.0909282672585
Gm42324	0	0	0	0	0	0	0	0	0	0.0472017696640885
Sfn	1.31354443449812	0.929609050950363	0.358341835938542	0	0.232872723230615	0.213542062979487	2.21471715956753	1.76068467063825	0.380003993416035	0.979470721504556
Zdhhc18	5.87756925268058	6.04433083633334	4.05701264814059	2.14561770331469	6.86361363497858	6.78863285233931	5.36379657885238	6.33057022757762	5.29258150475333	6.84327875171857
Pigv	3.3742299675439	3.53230254095705	4.96714828556686	2.63481026034098	3.47985720963389	2.07404687852981	3.7652379726546	3.71594941585724	3.65037421383011	2.57640986367088
Arid1a	6.9510900195629	7.49812381176614	8.07790719984272	7.85051421004908	9.34263771341544	9.18673912371989	7.80129486853262	7.42308983050731	7.77161382012144	8.48947272743705
Mir7227	0	0	0	0	0	0	0	0	0	0
Gm30019	0	0	0	0	0	0	0	0	0	0
Gm29942	0	0	0	0	0	0	0	0	0	0
Gm34296	0.169283518500576	0	0	0.0781365968773445	0.211608558234911	0.182500443461399	0	0	0.51435529297707	0.0498545680687295
Gm12974	0.457568773057733	0.201306521493585	0	0.106013209725893	0.0509259860366959	0	0	0.513218914190478	0.864175525821889	0.278152957107077
Rps6ka1	6.2465787856789	6.18187233384923	4.06000726830914	3.25169856410892	4.88421652315334	3.76306600437003	6.48470331271102	6.16217852692897	4.40389742424829	4.09803911776279
Gm12977	0	0	0	0	0	0	0	0.162865895561277	0	0
Hmgn2	9.52965311085479	8.71933345583975	8.44580783625612	9.54757328523266	8.04968828381876	7.63474383093594	8.7744178693227	9.17930541117571	8.6746749477355	7.32569885507796
Dhdds	4.34712254395797	4.47724937216248	6.40053697544546	6.65286345532878	5.35891302558194	5.21966875982947	4.28894046227825	4.53388460736669	5.91463376274649	5.31386003801332
Lin28a	4.46891961162402	4.63921404225014	0.201197375250307	0.475850089279367	2.39180040209549	2.31793379458462	3.24944198279587	2.9213493905101	2.04287192900404	2.33232617145244
Crybg2	2.1693969260805	2.1725212165465	3.50727528292719	1.06516407109471	0.125178815980403	0	3.04410716771713	2.65745516259665	1.605829909089	0.514429669987185
Cd52	0.844060451776121	0.416262748896255	0	0	0	0	0	0	0.380003993416035	0
Ubxn11	0.91508569044605	1.27538031759458	1.60272605604043	0	0.337679644813344	0.564454814896534	0.951383146302591	2.33646187471903	3.34104247545848	0.903949187394332
Sh3bgrl3	6.35833035305586	7.10271600716977	7.03875755287502	7.17620180454036	7.21019696355093	7.42677725717625	5.66592400944627	7.36338377489401	7.34216962425046	7.65637122576242
Cep85	5.32866437634591	6.06837569938175	6.11704039311152	3.20815204841177	5.55087320580427	5.90728002040037	6.06042306061907	6.98163098883066	6.77082035327743	6.65573350944991
Gm46894	0	0	0	0	0.745151812941635	0.330798362329868	0.251114374420733	0	0.380003993416035	1.37279783248311
Gm7534	0.169283518500576	0.775770313144383	0	0	0	0	0.437024681877613	0.162865895561277	0.380003993416035	0
Catsper4	0.421388872647719	0	0	0	0	0	0	0	0	0
